Community,Category,Crime Count,Year,Month,Month Name
starfield,Theft FROM Vehicle,4,2023,3,March
starfield,Theft FROM Vehicle,1,2023,5,May
starfield,Theft FROM Vehicle,2,2023,9,September
starfield,Theft FROM Vehicle,4,2023,12,December
starfield,Theft FROM Vehicle,1,2024,2,February
starfield,Theft FROM Vehicle,1,2024,3,March
starfield,Theft FROM Vehicle,2,2024,4,April
starfield,Theft FROM Vehicle,1,2024,9,September
starfield,Theft FROM Vehicle,1,2024,10,October
starfield,Theft OF Vehicle,1,2021,1,January
starfield,Theft OF Vehicle,1,2021,2,February
starfield,Theft OF Vehicle,1,2021,3,March
starfield,Theft OF Vehicle,1,2021,4,April
starfield,Theft OF Vehicle,1,2021,5,May
starfield,Theft OF Vehicle,1,2021,6,June
starfield,Theft OF Vehicle,2,2021,8,August
starfield,Theft OF Vehicle,1,2021,9,September
starfield,Theft OF Vehicle,1,2021,10,October
starfield,Theft OF Vehicle,2,2021,11,November
starfield,Theft OF Vehicle,1,2021,12,December
starfield,Theft OF Vehicle,2,2022,3,March
starfield,Theft OF Vehicle,2,2022,7,July
starfield,Theft OF Vehicle,2,2022,10,October
starfield,Theft OF Vehicle,1,2022,11,November
starfield,Theft OF Vehicle,1,2022,12,December
starfield,Theft OF Vehicle,1,2023,3,March
starfield,Theft OF Vehicle,1,2023,4,April
starfield,Theft OF Vehicle,3,2023,9,September
starfield,Theft OF Vehicle,2,2023,10,October
starfield,Theft OF Vehicle,1,2023,11,November
starfield,Theft OF Vehicle,1,2024,2,February
starfield,Theft OF Vehicle,2,2024,4,April
starfield,Theft OF Vehicle,1,2024,6,June
starfield,Theft OF Vehicle,2,2024,7,July
starfield,Theft OF Vehicle,1,2024,8,August
starfield,Theft OF Vehicle,1,2024,9,September
starfield,Violence  'Other' (Non-domestic),1,2024,10,October
stonegate landing,Assault (Non-domestic),1,2021,2,February
stonegate landing,Assault (Non-domestic),1,2021,9,September
stonegate landing,Assault (Non-domestic),1,2021,12,December
stonegate landing,Assault (Non-domestic),1,2022,8,August
stonegate landing,Assault (Non-domestic),1,2022,10,October
stonegate landing,Assault (Non-domestic),1,2023,5,May
stonegate landing,Assault (Non-domestic),1,2023,7,July
stonegate landing,Assault (Non-domestic),1,2024,2,February
stonegate landing,Break & Enter - Commercial,1,2021,9,September
stonegate landing,Break & Enter - Commercial,1,2022,6,June
stonegate landing,Break & Enter - Commercial,1,2022,8,August
stonegate landing,Break & Enter - Commercial,1,2022,10,October
stonegate landing,Break & Enter - Commercial,1,2023,1,January
stonegate landing,Break & Enter - Commercial,2,2023,7,July
stonegate landing,Break & Enter - Commercial,1,2023,8,August
stonegate landing,Break & Enter - Commercial,1,2024,1,January
stonegate landing,Break & Enter - Commercial,1,2024,9,September
stonegate landing,Street Robbery,1,2023,10,October
stonegate landing,Theft FROM Vehicle,1,2021,3,March
stonegate landing,Theft FROM Vehicle,1,2021,4,April
stonegate landing,Theft FROM Vehicle,2,2021,8,August
stonegate landing,Theft FROM Vehicle,1,2021,9,September
stonegate landing,Theft FROM Vehicle,1,2021,10,October
stonegate landing,Theft FROM Vehicle,1,2021,11,November
stonegate landing,Theft FROM Vehicle,4,2021,12,December
stonegate landing,Theft FROM Vehicle,1,2022,2,February
stonegate landing,Theft FROM Vehicle,1,2022,3,March
stonegate landing,Theft FROM Vehicle,1,2022,8,August
stonegate landing,Theft FROM Vehicle,2,2022,10,October
stonegate landing,Theft FROM Vehicle,4,2022,11,November
stonegate landing,Theft FROM Vehicle,2,2023,1,January
stonegate landing,Theft FROM Vehicle,3,2023,3,March
stonegate landing,Theft FROM Vehicle,2,2023,6,June
stonegate landing,Theft FROM Vehicle,1,2023,12,December
stonegate landing,Theft FROM Vehicle,2,2024,4,April
stonegate landing,Theft FROM Vehicle,2,2024,10,October
stonegate landing,Theft FROM Vehicle,1,2024,11,November
stonegate landing,Theft OF Vehicle,3,2021,1,January
stonegate landing,Theft OF Vehicle,1,2021,2,February
stonegate landing,Theft OF Vehicle,1,2021,4,April
stonegate landing,Theft OF Vehicle,3,2021,7,July
stonegate landing,Theft OF Vehicle,1,2021,8,August
stonegate landing,Theft OF Vehicle,3,2021,12,December
stonegate landing,Theft OF Vehicle,2,2022,1,January
stonegate landing,Theft OF Vehicle,2,2022,2,February
stonegate landing,Theft OF Vehicle,1,2022,3,March
stonegate landing,Theft OF Vehicle,1,2022,4,April
stonegate landing,Theft OF Vehicle,1,2022,5,May
stonegate landing,Theft OF Vehicle,1,2022,6,June
stonegate landing,Theft OF Vehicle,2,2022,8,August
stonegate landing,Theft OF Vehicle,2,2022,11,November
stonegate landing,Theft OF Vehicle,1,2023,2,February
stonegate landing,Theft OF Vehicle,2,2023,3,March
stonegate landing,Theft OF Vehicle,1,2023,6,June
stonegate landing,Theft OF Vehicle,2,2023,7,July
stonegate landing,Theft OF Vehicle,1,2023,8,August
stonegate landing,Theft OF Vehicle,1,2023,9,September
stonegate landing,Theft OF Vehicle,1,2023,10,October
stonegate landing,Theft OF Vehicle,1,2023,11,November
stonegate landing,Theft OF Vehicle,1,2024,1,January
stonegate landing,Theft OF Vehicle,1,2024,2,February
stonegate landing,Theft OF Vehicle,2,2024,3,March
stonegate landing,Theft OF Vehicle,1,2024,4,April
stonegate landing,Theft OF Vehicle,2,2024,5,May
stonegate landing,Theft OF Vehicle,3,2024,6,June
stonegate landing,Theft OF Vehicle,1,2024,8,August
stonegate landing,Theft OF Vehicle,1,2024,9,September
stonegate landing,Theft OF Vehicle,3,2024,10,October
stonegate landing,Theft OF Vehicle,1,2024,11,November
stonegate landing,Violence  'Other' (Non-domestic),2,2021,1,January
stonegate landing,Violence  'Other' (Non-domestic),1,2022,1,January
stonegate landing,Violence  'Other' (Non-domestic),1,2023,8,August
stonegate landing,Violence  'Other' (Non-domestic),1,2024,11,November
stoney 1,Assault (Non-domestic),1,2021,1,January
stoney 1,Assault (Non-domestic),1,2021,9,September
stoney 1,Assault (Non-domestic),2,2022,1,January
stoney 1,Assault (Non-domestic),1,2022,6,June
stoney 1,Assault (Non-domestic),1,2022,11,November
stoney 1,Assault (Non-domestic),1,2022,12,December
stoney 1,Assault (Non-domestic),1,2023,1,January
stoney 1,Assault (Non-domestic),1,2023,5,May
stoney 1,Assault (Non-domestic),1,2023,9,September
stoney 1,Assault (Non-domestic),1,2023,10,October
stoney 1,Assault (Non-domestic),1,2023,12,December
stoney 1,Assault (Non-domestic),1,2024,3,March
stoney 1,Assault (Non-domestic),1,2024,5,May
stoney 1,Assault (Non-domestic),1,2024,7,July
stoney 1,Assault (Non-domestic),1,2024,9,September
stoney 1,Assault (Non-domestic),1,2024,11,November
stoney 1,Break & Enter - Commercial,1,2021,1,January
stoney 1,Break & Enter - Commercial,2,2021,4,April
stoney 1,Break & Enter - Commercial,1,2021,5,May
stoney 1,Break & Enter - Commercial,1,2021,6,June
stoney 1,Break & Enter - Commercial,1,2021,9,September
stoney 1,Break & Enter - Commercial,2,2022,2,February
stoney 1,Break & Enter - Commercial,2,2022,3,March
stoney 1,Break & Enter - Commercial,1,2022,6,June
stoney 1,Break & Enter - Commercial,2,2022,7,July
stoney 1,Break & Enter - Commercial,1,2022,8,August
stoney 1,Break & Enter - Commercial,1,2023,1,January
stoney 1,Break & Enter - Commercial,1,2023,3,March
stoney 1,Break & Enter - Commercial,1,2023,4,April
stoney 1,Break & Enter - Commercial,1,2023,7,July
stoney 1,Break & Enter - Commercial,2,2023,8,August
stoney 1,Break & Enter - Commercial,1,2023,11,November
stoney 1,Break & Enter - Commercial,1,2023,12,December
stoney 1,Break & Enter - Commercial,2,2024,1,January
stoney 1,Break & Enter - Commercial,3,2024,3,March
stoney 1,Break & Enter - Commercial,1,2024,4,April
stoney 1,Break & Enter - Commercial,1,2024,9,September
stoney 1,Break & Enter - Commercial,2,2024,11,November
stoney 1,Break & Enter - Dwelling,1,2022,9,September
stoney 1,Street Robbery,1,2022,9,September
stoney 1,Theft FROM Vehicle,3,2021,5,May
stoney 1,Theft FROM Vehicle,1,2021,8,August
stoney 1,Theft FROM Vehicle,1,2021,12,December
stoney 1,Theft FROM Vehicle,2,2022,3,March
stoney 1,Theft FROM Vehicle,2,2022,4,April
stoney 1,Theft FROM Vehicle,4,2022,7,July
stoney 1,Theft FROM Vehicle,4,2022,8,August
stoney 1,Theft FROM Vehicle,1,2022,9,September
stoney 1,Theft FROM Vehicle,4,2022,10,October
stoney 1,Theft FROM Vehicle,2,2022,11,November
stoney 1,Theft FROM Vehicle,1,2022,12,December
stoney 1,Theft FROM Vehicle,3,2023,1,January
stoney 1,Theft FROM Vehicle,1,2023,2,February
stoney 1,Theft FROM Vehicle,4,2023,4,April
stoney 1,Theft FROM Vehicle,1,2023,5,May
stoney 1,Theft FROM Vehicle,1,2023,6,June
stoney 1,Theft FROM Vehicle,1,2023,8,August
stoney 1,Theft FROM Vehicle,1,2024,3,March
stoney 1,Theft FROM Vehicle,1,2024,4,April
stoney 1,Theft FROM Vehicle,1,2024,5,May
stoney 1,Theft FROM Vehicle,1,2024,6,June
stoney 1,Theft FROM Vehicle,1,2024,11,November
stoney 1,Theft OF Vehicle,1,2021,1,January
stoney 1,Theft OF Vehicle,2,2021,4,April
stoney 1,Theft OF Vehicle,1,2021,6,June
stoney 1,Theft OF Vehicle,1,2021,12,December
stoney 1,Theft OF Vehicle,1,2022,5,May
stoney 1,Theft OF Vehicle,3,2022,6,June
stoney 1,Theft OF Vehicle,1,2022,7,July
stoney 1,Theft OF Vehicle,2,2022,8,August
stoney 1,Theft OF Vehicle,1,2022,9,September
stoney 1,Theft OF Vehicle,1,2022,10,October
stoney 1,Theft OF Vehicle,1,2022,11,November
stoney 1,Theft OF Vehicle,1,2023,1,January
stoney 1,Theft OF Vehicle,2,2023,5,May
stoney 1,Theft OF Vehicle,1,2023,6,June
stoney 1,Theft OF Vehicle,1,2023,9,September
stoney 1,Theft OF Vehicle,1,2024,1,January
stoney 1,Theft OF Vehicle,1,2024,9,September
stoney 1,Violence  'Other' (Non-domestic),1,2022,4,April
stoney 1,Violence  'Other' (Non-domestic),1,2022,8,August
stoney 2,Assault (Non-domestic),1,2021,2,February
stoney 2,Assault (Non-domestic),1,2021,4,April
stoney 2,Assault (Non-domestic),1,2022,3,March
stoney 2,Assault (Non-domestic),1,2023,4,April
stoney 2,Assault (Non-domestic),1,2023,5,May
stoney 2,Assault (Non-domestic),1,2023,6,June
stoney 2,Assault (Non-domestic),3,2023,7,July
stoney 2,Assault (Non-domestic),1,2023,9,September
stoney 2,Assault (Non-domestic),2,2023,11,November
stoney 2,Assault (Non-domestic),3,2024,4,April
stoney 2,Assault (Non-domestic),1,2024,5,May
stoney 2,Assault (Non-domestic),3,2024,10,October
stoney 2,Assault (Non-domestic),1,2024,11,November
stoney 2,Break & Enter - Commercial,1,2021,6,June
stoney 2,Break & Enter - Commercial,1,2021,7,July
stoney 2,Break & Enter - Commercial,1,2022,6,June
stoney 2,Break & Enter - Commercial,1,2022,7,July
stoney 2,Break & Enter - Commercial,1,2023,1,January
stoney 2,Break & Enter - Commercial,1,2023,2,February
stoney 2,Break & Enter - Commercial,1,2023,8,August
stoney 2,Break & Enter - Commercial,3,2023,9,September
stoney 2,Break & Enter - Commercial,1,2023,11,November
stoney 2,Break & Enter - Commercial,2,2024,1,January
stoney 2,Break & Enter - Commercial,1,2024,3,March
stoney 2,Break & Enter - Commercial,2,2024,6,June
stoney 2,Break & Enter - Commercial,2,2024,7,July
stoney 2,Break & Enter - Commercial,1,2024,11,November
stoney 2,Break & Enter - Dwelling,1,2021,8,August
stoney 2,Break & Enter - Dwelling,1,2021,9,September
stoney 2,Break & Enter - Dwelling,1,2021,12,December
stoney 2,Break & Enter - Dwelling,1,2022,10,October
stoney 2,Break & Enter - Dwelling,1,2023,2,February
stoney 2,Break & Enter - Dwelling,1,2023,8,August
stoney 2,Break & Enter - Dwelling,1,2023,10,October
stoney 2,Break & Enter - Other Premises,1,2022,4,April
stoney 2,Break & Enter - Other Premises,1,2023,8,August
stoney 2,Commercial Robbery,1,2023,2,February
stoney 2,Theft FROM Vehicle,3,2021,1,January
stoney 2,Theft FROM Vehicle,1,2021,2,February
stoney 2,Theft FROM Vehicle,3,2021,3,March
stoney 2,Theft FROM Vehicle,2,2021,4,April
stoney 2,Theft FROM Vehicle,2,2021,5,May
stoney 2,Theft FROM Vehicle,1,2021,6,June
stoney 2,Theft FROM Vehicle,7,2021,7,July
stoney 2,Theft FROM Vehicle,3,2021,8,August
stoney 2,Theft FROM Vehicle,3,2021,9,September
stoney 2,Theft FROM Vehicle,3,2021,10,October
stoney 2,Theft FROM Vehicle,2,2021,11,November
stoney 2,Theft FROM Vehicle,10,2021,12,December
stoney 2,Theft FROM Vehicle,10,2022,1,January
stoney 2,Theft FROM Vehicle,10,2022,2,February
stoney 2,Theft FROM Vehicle,10,2022,3,March
stoney 2,Theft FROM Vehicle,1,2022,4,April
stoney 2,Theft FROM Vehicle,3,2022,5,May
stoney 2,Theft FROM Vehicle,9,2022,6,June
stoney 2,Theft FROM Vehicle,1,2022,7,July
stoney 2,Theft FROM Vehicle,5,2022,8,August
stoney 2,Theft FROM Vehicle,5,2022,9,September
stoney 2,Theft FROM Vehicle,10,2022,10,October
stoney 2,Theft FROM Vehicle,2,2022,11,November
stoney 2,Theft FROM Vehicle,15,2022,12,December
stoney 2,Theft FROM Vehicle,5,2023,1,January
stoney 2,Theft FROM Vehicle,12,2023,2,February
stoney 2,Theft FROM Vehicle,8,2023,3,March
stoney 2,Theft FROM Vehicle,4,2023,4,April
stoney 2,Theft FROM Vehicle,13,2023,5,May
stoney 2,Theft FROM Vehicle,10,2023,6,June
stoney 2,Theft FROM Vehicle,7,2023,7,July
stoney 2,Theft FROM Vehicle,2,2023,8,August
stoney 2,Theft FROM Vehicle,7,2023,9,September
stoney 2,Theft FROM Vehicle,5,2023,10,October
stoney 2,Theft FROM Vehicle,4,2023,11,November
stoney 2,Theft FROM Vehicle,2,2023,12,December
stoney 2,Theft FROM Vehicle,4,2024,1,January
stoney 2,Theft FROM Vehicle,5,2024,2,February
stoney 2,Theft FROM Vehicle,3,2024,3,March
stoney 2,Theft FROM Vehicle,3,2024,4,April
stoney 2,Theft FROM Vehicle,3,2024,5,May
stoney 2,Theft FROM Vehicle,3,2024,6,June
stoney 2,Theft FROM Vehicle,9,2024,7,July
stoney 2,Theft FROM Vehicle,3,2024,8,August
stoney 2,Theft FROM Vehicle,2,2024,9,September
stoney 2,Theft FROM Vehicle,4,2024,10,October
stoney 2,Theft FROM Vehicle,1,2024,11,November
stoney 2,Theft OF Vehicle,2,2021,1,January
stoney 2,Theft OF Vehicle,3,2021,2,February
stoney 2,Theft OF Vehicle,4,2021,4,April
stoney 2,Theft OF Vehicle,2,2021,5,May
stoney 2,Theft OF Vehicle,1,2021,6,June
stoney 2,Theft OF Vehicle,1,2021,7,July
stoney 2,Theft OF Vehicle,2,2021,10,October
stoney 2,Theft OF Vehicle,7,2021,11,November
stoney 2,Theft OF Vehicle,7,2021,12,December
stoney 2,Theft OF Vehicle,6,2022,1,January
stoney 2,Theft OF Vehicle,8,2022,2,February
stoney 2,Theft OF Vehicle,3,2022,3,March
stoney 2,Theft OF Vehicle,5,2022,4,April
stoney 2,Theft OF Vehicle,7,2022,5,May
stoney 2,Theft OF Vehicle,5,2022,6,June
stoney 2,Theft OF Vehicle,4,2022,7,July
stoney 2,Theft OF Vehicle,7,2022,8,August
stoney 2,Theft OF Vehicle,1,2022,9,September
stoney 2,Theft OF Vehicle,8,2022,10,October
stoney 2,Theft OF Vehicle,3,2022,11,November
stoney 2,Theft OF Vehicle,5,2022,12,December
stoney 2,Theft OF Vehicle,6,2023,1,January
stoney 2,Theft OF Vehicle,8,2023,2,February
stoney 2,Theft OF Vehicle,8,2023,3,March
stoney 2,Theft OF Vehicle,4,2023,4,April
stoney 2,Theft OF Vehicle,2,2023,5,May
stoney 2,Theft OF Vehicle,2,2023,6,June
stoney 2,Theft OF Vehicle,2,2023,7,July
stoney 2,Theft OF Vehicle,3,2023,8,August
stoney 2,Theft OF Vehicle,7,2023,9,September
stoney 2,Theft OF Vehicle,3,2023,10,October
stoney 2,Theft OF Vehicle,4,2023,11,November
stoney 2,Theft OF Vehicle,5,2023,12,December
stoney 2,Theft OF Vehicle,3,2024,1,January
stoney 2,Theft OF Vehicle,3,2024,2,February
stoney 2,Theft OF Vehicle,2,2024,3,March
stoney 2,Theft OF Vehicle,5,2024,4,April
stoney 2,Theft OF Vehicle,2,2024,7,July
stoney 2,Theft OF Vehicle,4,2024,8,August
stoney 2,Theft OF Vehicle,3,2024,9,September
stoney 2,Theft OF Vehicle,4,2024,10,October
stoney 2,Theft OF Vehicle,8,2024,11,November
stoney 2,Violence  'Other' (Non-domestic),1,2021,7,July
stoney 2,Violence  'Other' (Non-domestic),1,2022,3,March
stoney 2,Violence  'Other' (Non-domestic),1,2022,4,April
stoney 2,Violence  'Other' (Non-domestic),1,2022,5,May
stoney 2,Violence  'Other' (Non-domestic),1,2022,7,July
stoney 2,Violence  'Other' (Non-domestic),1,2022,8,August
stoney 2,Violence  'Other' (Non-domestic),1,2022,10,October
stoney 2,Violence  'Other' (Non-domestic),1,2023,1,January
stoney 2,Violence  'Other' (Non-domestic),1,2023,8,August
stoney 2,Violence  'Other' (Non-domestic),1,2023,9,September
stoney 2,Violence  'Other' (Non-domestic),1,2024,5,May
stoney 2,Violence  'Other' (Non-domestic),1,2024,9,September
stoney 3,Assault (Non-domestic),1,2021,10,October
stoney 3,Assault (Non-domestic),1,2021,12,December
stoney 3,Assault (Non-domestic),3,2022,4,April
stoney 3,Assault (Non-domestic),1,2022,10,October
stoney 3,Assault (Non-domestic),1,2023,2,February
stoney 3,Assault (Non-domestic),1,2023,6,June
stoney 3,Assault (Non-domestic),2,2023,7,July
stoney 3,Assault (Non-domestic),1,2023,8,August
stoney 3,Assault (Non-domestic),1,2023,10,October
stoney 3,Assault (Non-domestic),1,2023,12,December
stoney 3,Assault (Non-domestic),1,2024,1,January
stoney 3,Assault (Non-domestic),1,2024,10,October
stoney 3,Break & Enter - Commercial,1,2021,1,January
stoney 3,Break & Enter - Commercial,2,2021,2,February
stoney 3,Break & Enter - Commercial,1,2021,3,March
stoney 3,Break & Enter - Commercial,4,2021,4,April
stoney 3,Break & Enter - Commercial,3,2021,5,May
stoney 3,Break & Enter - Commercial,2,2021,7,July
stoney 3,Break & Enter - Commercial,2,2021,8,August
stoney 3,Break & Enter - Commercial,1,2021,9,September
stoney 3,Break & Enter - Commercial,1,2021,10,October
stoney 3,Break & Enter - Commercial,1,2021,11,November
stoney 3,Break & Enter - Commercial,2,2021,12,December
stoney 3,Break & Enter - Commercial,2,2022,1,January
stoney 3,Break & Enter - Commercial,3,2022,2,February
stoney 3,Break & Enter - Commercial,3,2022,3,March
stoney 3,Break & Enter - Commercial,1,2022,5,May
stoney 3,Break & Enter - Commercial,1,2022,6,June
stoney 3,Break & Enter - Commercial,1,2022,9,September
stoney 3,Break & Enter - Commercial,1,2022,10,October
stoney 3,Break & Enter - Commercial,5,2022,12,December
stoney 3,Break & Enter - Commercial,3,2023,1,January
stoney 3,Break & Enter - Commercial,6,2023,2,February
stoney 3,Break & Enter - Commercial,6,2023,3,March
stoney 3,Break & Enter - Commercial,1,2023,4,April
stoney 3,Break & Enter - Commercial,1,2023,8,August
stoney 3,Break & Enter - Commercial,2,2023,9,September
stoney 3,Break & Enter - Commercial,4,2023,11,November
stoney 3,Break & Enter - Commercial,2,2023,12,December
stoney 3,Break & Enter - Commercial,2,2024,1,January
stoney 3,Break & Enter - Commercial,1,2024,2,February
stoney 3,Break & Enter - Commercial,3,2024,3,March
stoney 3,Break & Enter - Commercial,1,2024,4,April
stoney 3,Break & Enter - Commercial,1,2024,6,June
stoney 3,Break & Enter - Commercial,1,2024,7,July
stoney 3,Break & Enter - Commercial,1,2024,8,August
stoney 3,Break & Enter - Commercial,2,2024,9,September
stoney 3,Break & Enter - Commercial,3,2024,10,October
stoney 3,Break & Enter - Commercial,1,2024,11,November
stoney 3,Break & Enter - Dwelling,1,2024,10,October
stoney 3,Break & Enter - Other Premises,1,2022,12,December
stoney 3,Commercial Robbery,1,2021,10,October
stoney 3,Commercial Robbery,1,2021,12,December
stoney 3,Commercial Robbery,1,2022,8,August
stoney 3,Street Robbery,1,2023,9,September
stoney 3,Theft FROM Vehicle,2,2021,1,January
stoney 3,Theft FROM Vehicle,1,2021,2,February
stoney 3,Theft FROM Vehicle,2,2021,3,March
stoney 3,Theft FROM Vehicle,1,2021,4,April
stoney 3,Theft FROM Vehicle,2,2021,5,May
stoney 3,Theft FROM Vehicle,1,2021,7,July
stoney 3,Theft FROM Vehicle,3,2021,8,August
stoney 3,Theft FROM Vehicle,1,2021,9,September
stoney 3,Theft FROM Vehicle,2,2021,10,October
stoney 3,Theft FROM Vehicle,1,2022,1,January
stoney 3,Theft FROM Vehicle,1,2022,4,April
stoney 3,Theft FROM Vehicle,2,2022,6,June
stoney 3,Theft FROM Vehicle,1,2022,8,August
stoney 3,Theft FROM Vehicle,2,2022,9,September
stoney 3,Theft FROM Vehicle,2,2022,10,October
stoney 3,Theft FROM Vehicle,1,2022,11,November
stoney 3,Theft FROM Vehicle,1,2023,3,March
stoney 3,Theft FROM Vehicle,1,2023,5,May
stoney 3,Theft FROM Vehicle,1,2023,6,June
stoney 3,Theft FROM Vehicle,1,2023,7,July
stoney 3,Theft FROM Vehicle,2,2023,9,September
stoney 3,Theft FROM Vehicle,2,2023,10,October
stoney 3,Theft FROM Vehicle,1,2023,11,November
stoney 3,Theft FROM Vehicle,2,2024,2,February
stoney 3,Theft FROM Vehicle,1,2024,3,March
stoney 3,Theft FROM Vehicle,1,2024,4,April
stoney 3,Theft FROM Vehicle,1,2024,6,June
stoney 3,Theft FROM Vehicle,1,2024,9,September
stoney 3,Theft FROM Vehicle,3,2024,10,October
stoney 3,Theft FROM Vehicle,1,2024,11,November
stoney 3,Theft OF Vehicle,1,2021,1,January
stoney 3,Theft OF Vehicle,1,2021,2,February
stoney 3,Theft OF Vehicle,3,2021,3,March
stoney 3,Theft OF Vehicle,1,2021,5,May
stoney 3,Theft OF Vehicle,1,2021,7,July
stoney 3,Theft OF Vehicle,1,2021,10,October
stoney 3,Theft OF Vehicle,2,2021,11,November
stoney 3,Theft OF Vehicle,1,2022,1,January
stoney 3,Theft OF Vehicle,2,2022,2,February
stoney 3,Theft OF Vehicle,2,2022,3,March
stoney 3,Theft OF Vehicle,1,2022,6,June
stoney 3,Theft OF Vehicle,2,2022,8,August
stoney 3,Theft OF Vehicle,1,2022,11,November
stoney 3,Theft OF Vehicle,1,2023,2,February
stoney 3,Theft OF Vehicle,1,2023,3,March
stoney 3,Theft OF Vehicle,1,2023,6,June
stoney 3,Theft OF Vehicle,1,2023,7,July
stoney 3,Theft OF Vehicle,1,2023,9,September
stoney 3,Theft OF Vehicle,2,2023,10,October
stoney 3,Theft OF Vehicle,2,2024,2,February
stoney 3,Theft OF Vehicle,1,2024,4,April
stoney 3,Theft OF Vehicle,2,2024,7,July
stoney 3,Theft OF Vehicle,2,2024,8,August
stoney 3,Theft OF Vehicle,1,2024,9,September
stoney 3,Theft OF Vehicle,1,2024,11,November
stoney 3,Violence  'Other' (Non-domestic),1,2021,6,June
stoney 3,Violence  'Other' (Non-domestic),1,2021,7,July
stoney 3,Violence  'Other' (Non-domestic),1,2022,9,September
stoney 3,Violence  'Other' (Non-domestic),1,2023,6,June
stoney 3,Violence  'Other' (Non-domestic),1,2023,9,September
stoney 3,Violence  'Other' (Non-domestic),1,2024,4,April
stoney 3,Violence  'Other' (Non-domestic),1,2024,9,September
stoney 4,Assault (Non-domestic),1,2022,5,May
stoney 4,Assault (Non-domestic),1,2023,5,May
stoney 4,Assault (Non-domestic),1,2024,8,August
stoney 4,Assault (Non-domestic),1,2024,9,September
stoney 4,Break & Enter - Commercial,1,2021,4,April
stoney 4,Break & Enter - Commercial,1,2021,7,July
stoney 4,Break & Enter - Commercial,1,2021,8,August
stoney 4,Break & Enter - Commercial,2,2021,9,September
stoney 4,Break & Enter - Commercial,1,2021,12,December
stoney 4,Break & Enter - Commercial,2,2022,2,February
stoney 4,Break & Enter - Commercial,1,2022,8,August
stoney 4,Break & Enter - Commercial,1,2022,10,October
stoney 4,Break & Enter - Commercial,2,2022,12,December
stoney 4,Break & Enter - Commercial,1,2023,2,February
stoney 4,Break & Enter - Commercial,1,2023,3,March
stoney 4,Break & Enter - Commercial,2,2023,6,June
stoney 4,Break & Enter - Commercial,2,2023,7,July
stoney 4,Break & Enter - Commercial,2,2024,1,January
stoney 4,Break & Enter - Commercial,1,2024,8,August
stoney 4,Street Robbery,1,2023,8,August
stoney 4,Theft FROM Vehicle,1,2021,1,January
stoney 4,Theft FROM Vehicle,1,2021,4,April
stoney 4,Theft FROM Vehicle,1,2021,8,August
stoney 4,Theft FROM Vehicle,2,2021,9,September
stoney 4,Theft FROM Vehicle,2,2021,10,October
stoney 4,Theft FROM Vehicle,1,2021,11,November
stoney 4,Theft FROM Vehicle,1,2021,12,December
stoney 4,Theft FROM Vehicle,4,2022,1,January
stoney 4,Theft FROM Vehicle,4,2022,2,February
stoney 4,Theft FROM Vehicle,2,2022,3,March
stoney 4,Theft FROM Vehicle,2,2022,4,April
stoney 4,Theft FROM Vehicle,4,2022,5,May
stoney 4,Theft FROM Vehicle,1,2022,6,June
stoney 4,Theft FROM Vehicle,1,2022,7,July
stoney 4,Theft FROM Vehicle,2,2022,8,August
stoney 4,Theft FROM Vehicle,2,2022,9,September
stoney 4,Theft FROM Vehicle,1,2022,10,October
stoney 4,Theft FROM Vehicle,1,2023,1,January
stoney 4,Theft FROM Vehicle,1,2023,3,March
stoney 4,Theft FROM Vehicle,1,2023,4,April
stoney 4,Theft FROM Vehicle,1,2023,5,May
stoney 4,Theft FROM Vehicle,1,2023,6,June
stoney 4,Theft FROM Vehicle,1,2024,5,May
stoney 4,Theft FROM Vehicle,1,2024,8,August
stoney 4,Theft OF Vehicle,1,2021,9,September
stoney 4,Theft OF Vehicle,1,2021,11,November
stoney 4,Theft OF Vehicle,1,2022,4,April
stoney 4,Theft OF Vehicle,2,2022,5,May
stoney 4,Theft OF Vehicle,1,2022,6,June
stoney 4,Theft OF Vehicle,1,2022,9,September
stoney 4,Theft OF Vehicle,1,2022,11,November
stoney 4,Theft OF Vehicle,1,2023,3,March
stoney 4,Theft OF Vehicle,1,2023,5,May
stoney 4,Theft OF Vehicle,1,2023,7,July
stoney 4,Theft OF Vehicle,1,2023,9,September
stoney 4,Theft OF Vehicle,1,2024,1,January
stoney 4,Theft OF Vehicle,1,2024,7,July
stoney 4,Theft OF Vehicle,1,2024,8,August
stoney 4,Violence  'Other' (Non-domestic),1,2023,3,March
strathcona park,Assault (Non-domestic),1,2021,5,May
strathcona park,Assault (Non-domestic),1,2022,2,February
strathcona park,Assault (Non-domestic),1,2022,12,December
strathcona park,Assault (Non-domestic),2,2024,1,January
strathcona park,Assault (Non-domestic),1,2024,6,June
strathcona park,Assault (Non-domestic),1,2024,7,July
strathcona park,Assault (Non-domestic),1,2024,11,November
strathcona park,Break & Enter - Commercial,1,2021,1,January
strathcona park,Break & Enter - Commercial,1,2021,4,April
strathcona park,Break & Enter - Commercial,1,2021,7,July
strathcona park,Break & Enter - Commercial,1,2021,10,October
strathcona park,Break & Enter - Commercial,1,2022,2,February
strathcona park,Break & Enter - Commercial,4,2022,3,March
strathcona park,Break & Enter - Commercial,2,2022,5,May
strathcona park,Break & Enter - Commercial,2,2022,8,August
strathcona park,Break & Enter - Commercial,1,2023,1,January
strathcona park,Break & Enter - Commercial,1,2023,8,August
