Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-114.0,51.11,CALGARY INT'L CS,3031094,2023-03-28,2023,3,28,,-1.8,,-12.0,,-6.9,,24.9,,0.0,,,,,,0.0,,1.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-03-29,2023,3,29,,6.4,,-10.0,,-1.8,,19.8,,0.0,,,,,,0.0,,0.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-03-30,2023,3,30,,1.1,,-6.2,,-2.5,,20.5,,0.0,,,,,,0.0,,1.0,,17.0,,36.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-03-31,2023,3,31,,10.9,,-6.9,,2.0,,16.0,,0.0,,,,,,0.0,,1.0,,28.0,,44.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-01,2023,4,1,,8.5,,0.3,,4.4,,13.6,,0.0,,,,,,0.0,,1.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-02,2023,4,2,,3.8,,-2.1,,0.8,,17.2,,0.0,,,,,,0.0,,1.0,,34.0,,50.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-03,2023,4,3,,1.2,,-5.9,,-2.4,,20.4,,0.0,,,,,,0.0,,1.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-04,2023,4,4,,0.9,,-7.8,,-3.5,,21.5,,0.0,,,,,,0.1,,1.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-05,2023,4,5,,4.3,,-8.9,,-2.3,,20.3,,0.0,,,,,,0.0,,1.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-06,2023,4,6,,7.9,,-6.8,,0.6,,17.4,,0.0,,,,,,0.0,,1.0,,14.0,,40.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-07,2023,4,7,,17.4,,-4.2,,6.6,,11.4,,0.0,,,,,,0.0,,1.0,,21.0,,37.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-08,2023,4,8,,14.1,,2.8,,8.4,,9.6,,0.0,,,,,,0.0,,1.0,,27.0,,54.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-09,2023,4,9,,18.4,,1.3,,9.9,,8.1,,0.0,,,,,,0.0,,1.0,,23.0,,60.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-10,2023,4,10,,13.1,,1.6,,7.3,,10.7,,0.0,,,,,,0.3,,0.0,,2.0,,59.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-11,2023,4,11,,7.2,,-1.3,,3.0,,15.0,,0.0,,,,,,0.0,,1.0,,32.0,,44.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-12,2023,4,12,,6.8,,-5.4,,0.7,,17.3,,0.0,,,,,,0.7,,0.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-13,2023,4,13,,7.2,,-6.6,,0.3,,17.7,,0.0,,,,,,0.0,,0.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-14,2023,4,14,,8.8,,-6.8,,1.0,,17.0,,0.0,,,,,,0.0,,0.0,,1.0,,37.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-15,2023,4,15,,12.8,,-5.3,,3.7,,14.3,,0.0,,,,,,0.0,,0.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-16,2023,4,16,,17.1,,1.2,,9.2,,8.8,,0.0,,,,,,0.0,,0.0,,21.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-17,2023,4,17,,10.0,,-1.9,,4.0,,14.0,,0.0,,,,,,0.0,,,,29.0,,73.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-18,2023,4,18,,11.4,,-9.3,,1.0,,17.0,,0.0,,,,,,0.0,,,,12.0,,37.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-19,2023,4,19,,6.2,,-2.5,,1.9,,16.1,,0.0,,,,,,0.0,,,,4.0,,36.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-20,2023,4,20,,1.7,,-4.4,,-1.3,,19.3,,0.0,,,,,,0.5,,0.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-21,2023,4,21,,0.4,,-4.0,,-1.8,,19.8,,0.0,,,,,,0.6,,0.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-22,2023,4,22,,11.4,,-6.8,,2.3,,15.7,,0.0,,,,,,0.0,,,,15.0,,37.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-23,2023,4,23,,15.8,,-3.5,,6.2,,11.8,,0.0,,,,,,0.0,,,,15.0,,37.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-24,2023,4,24,,16.0,,2.5,,9.3,,8.7,,0.0,,,,,,0.0,,,,28.0,,42.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-25,2023,4,25,,15.8,,0.6,,8.2,,9.8,,0.0,,,,,,0.0,,,,30.0,,46.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-26,2023,4,26,,18.2,,-2.8,,7.7,,10.3,,0.0,,,,,,0.0,,,,28.0,,59.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-27,2023,4,27,,14.8,,0.7,,7.8,,10.2,,0.0,,,,,,4.1,,,,1.0,,62.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-28,2023,4,28,,20.7,,4.3,,12.5,,5.5,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-29,2023,4,29,,21.4,,1.6,,11.5,,6.5,,0.0,,,,,,0.0,,,,14.0,,45.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-04-30,2023,4,30,,23.8,,1.5,,12.7,,5.3,,0.0,,,,,,0.0,,,,14.0,,36.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-01,2023,5,1,,25.8,,5.8,,15.8,,2.2,,0.0,,,,,,0.0,,,,14.0,,43.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-02,2023,5,2,,24.8,,5.9,,15.4,,2.6,,0.0,,,,,,0.0,,,,32.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-03,2023,5,3,,27.5,,5.2,,16.4,,1.6,,0.0,,,,,,0.0,,,,18.0,,41.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-04,2023,5,4,,27.7,,6.0,,16.9,,1.1,,0.0,,,,,,0.0,,,,13.0,,45.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-05,2023,5,5,,23.2,,5.9,,14.5,,3.5,,0.0,,,,,,0.0,,,,9.0,,51.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-06,2023,5,6,,12.5,,4.6,,8.5,,9.5,,0.0,,,,,,0.2,,0.0,,19.0,,31.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-07,2023,5,7,,17.2,,3.3,,10.3,,7.7,,0.0,,,,,,0.0,,,,15.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-08,2023,5,8,,14.7,,6.2,,10.4,,7.6,,0.0,,,,,,7.1,,0.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-09,2023,5,9,,14.5,,5.1,,9.8,,8.2,,0.0,,,,,,0.0,,,,34.0,,42.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-10,2023,5,10,,14.5,,5.3,,9.9,,8.1,,0.0,,,,,,0.0,,0.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-11,2023,5,11,,19.0,,1.9,,10.5,,7.5,,0.0,,,,,,0.6,,,,11.0,,43.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-12,2023,5,12,,21.0,,2.5,,11.7,,6.3,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-13,2023,5,13,,23.3,,6.1,,14.7,,3.3,,0.0,,,,,,0.0,,,,17.0,,40.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-14,2023,5,14,,22.2,,6.8,,14.5,,3.5,,0.0,,,,,,0.0,,,,17.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-15,2023,5,15,,27.1,,9.6,,18.4,,0.0,,0.4,,,,,,0.0,,,,17.0,,44.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-16,2023,5,16,,20.0,,10.0,,15.0,,3.0,,0.0,,,,,,0.0,,,,21.0,,68.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-17,2023,5,17,,18.6,,7.5,,13.1,,4.9,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-18,2023,5,18,,20.6,,2.4,,11.5,,6.5,,0.0,,,,,,0.0,,,,17.0,,35.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-19,2023,5,19,,29.5,,4.4,,17.0,,1.0,,0.0,,,,,,0.0,,,,2.0,,78.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-20,2023,5,20,,26.8,,10.2,,18.5,,0.0,,0.5,,,,,,0.0,,,,11.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-21,2023,5,21,,27.9,,9.5,,18.7,,0.0,,0.7,,,,,,0.0,,,,22.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-22,2023,5,22,,22.7,,9.3,,16.0,,2.0,,0.0,,,,,,16.8,,0.0,,21.0,,59.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-23,2023,5,23,,21.5,,4.9,,13.2,,4.8,,0.0,,,,,,0.0,,,,29.0,,33.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-24,2023,5,24,,19.1,,7.3,,13.2,,4.8,,0.0,,,,,,0.0,,0.0,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-25,2023,5,25,,17.4,,8.7,,13.1,,4.9,,0.0,,,,,,0.0,,0.0,,2.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-26,2023,5,26,,21.2,,4.3,,12.8,,5.2,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-27,2023,5,27,,23.6,,5.6,,14.6,,3.4,,0.0,,,,,,0.0,,,,17.0,,43.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-28,2023,5,28,,25.7,,7.1,,16.4,,1.6,,0.0,,,,,,0.3,,,,4.0,,53.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-29,2023,5,29,,25.8,,8.5,,17.2,,0.8,,0.0,,,,,,0.0,,,,27.0,,36.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-30,2023,5,30,,25.4,,10.9,,18.1,,0.0,,0.1,,,,,,0.0,,0.0,,31.0,,57.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-05-31,2023,5,31,,24.4,,9.9,,17.1,,0.9,,0.0,,,,,,0.0,,0.0,,32.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-01,2023,6,1,,13.0,,6.5,,9.8,,8.2,,0.0,,,,,,0.0,,,,34.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-02,2023,6,2,,21.1,,3.0,,12.0,,6.0,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-03,2023,6,3,,24.2,,6.8,,15.5,,2.5,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-04,2023,6,4,,28.9,,8.6,,18.7,,0.0,,0.7,,,,,,0.0,,,,11.0,,43.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-05,2023,6,5,,24.9,,12.6,,18.8,,0.0,,0.8,,,,,,0.0,,,,36.0,,58.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-06,2023,6,6,,23.0,,9.1,,16.1,,1.9,,0.0,,,,,,0.0,,,,1.0,,57.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-07,2023,6,7,,29.0,,8.2,,18.6,,0.0,,0.6,,,,,,0.0,,,,4.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-08,2023,6,8,,29.6,,10.5,,20.0,,0.0,,2.0,,,,,,0.0,,,,15.0,,41.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-09,2023,6,9,,27.9,,12.5,,20.2,,0.0,,2.2,,,,,,0.0,,,,16.0,,48.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-10,2023,6,10,,27.1,,9.7,,18.4,,0.0,,0.4,,,,,,0.0,,,,16.0,,48.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-11,2023,6,11,,22.7,,13.4,,18.1,,0.0,,0.1,,,,,,0.0,,,,36.0,,42.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-12,2023,6,12,,26.6,,12.9,,19.7,,0.0,,1.7,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-13,2023,6,13,,29.8,,13.2,,21.5,,0.0,,3.5,,,,,,5.9,,,,13.0,,56.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-14,2023,6,14,,16.8,,5.9,,11.3,,6.7,,0.0,,,,,,24.2,,,,34.0,,65.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-15,2023,6,15,,17.2,,6.1,,11.7,,6.3,,0.0,,,,,,9.6,,,,34.0,,63.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-16,2023,6,16,,24.7,,6.8,,15.7,,2.3,,0.0,,,,,,0.0,,,,29.0,,47.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-17,2023,6,17,,23.1,,8.0,,15.5,,2.5,,0.0,,,,,,0.0,,,,17.0,,41.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-18,2023,6,18,,12.5,,7.7,,10.1,,7.9,,0.0,,,,,,1.9,,,,36.0,,42.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-19,2023,6,19,,13.8,,5.6,,9.7,,8.3,,0.0,,,,,,1.8,,,,27.0,,57.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-20,2023,6,20,,7.2,,5.2,,6.2,,11.8,,0.0,,,,,,12.1,,,,34.0,,53.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-21,2023,6,21,,16.3,,3.9,,10.1,,7.9,,0.0,,,,,,2.9,,,,29.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-22,2023,6,22,,20.1,,3.3,,11.7,,6.3,,0.0,,,,,,0.0,,,,20.0,,41.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-23,2023,6,23,,22.8,,5.2,,14.0,,4.0,,0.0,,,,,,0.0,,,,26.0,,54.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-24,2023,6,24,,25.3,,7.6,,16.5,,1.5,,0.0,,,,,,0.0,,,,31.0,,40.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-25,2023,6,25,,20.2,,9.7,,15.0,,3.0,,0.0,,,,,,0.0,,,,30.0,,51.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-26,2023,6,26,,24.6,,10.3,,17.4,,0.6,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-27,2023,6,27,,25.5,,9.7,,17.6,,0.4,,0.0,,,,,,0.9,,,,22.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-28,2023,6,28,,26.1,,10.2,,18.1,,0.0,,0.1,,,,,,1.4,,,,25.0,,40.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-29,2023,6,29,,29.3,,9.5,,19.4,,0.0,,1.4,,,,,,1.7,,,,29.0,,63.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-06-30,2023,6,30,,27.6,,14.9,,21.3,,0.0,,3.3,,,,,,0.0,,,,17.0,,35.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-01,2023,7,1,,30.0,,13.0,,21.5,,0.0,,3.5,,,,,,,M,,,36.0,,63.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-02,2023,7,2,,19.7,,8.1,,13.9,,4.1,,0.0,,,,,,0.5,,,,34.0,,59.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-03,2023,7,3,,19.3,,6.2,,12.8,,5.2,,0.0,,,,,,0.0,,,,35.0,,69.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-04,2023,7,4,,20.0,,6.0,,13.0,,5.0,,0.0,,,,,,15.6,,,,5.0,,34.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-05,2023,7,5,,24.2,,6.2,,15.2,,2.8,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-06,2023,7,6,,23.7,,11.5,,17.6,,0.4,,0.0,,,,,,2.6,,,,33.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-07,2023,7,7,,23.4,,12.0,,17.7,,0.3,,0.0,,,,,,0.0,,,,20.0,,31.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-08,2023,7,8,,27.3,,8.6,,18.0,,0.0,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-09,2023,7,9,,29.9,,11.1,,20.5,,0.0,,2.5,,,,,,3.7,,,,31.0,,56.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-10,2023,7,10,,27.4,,11.1,,19.3,,0.0,,1.3,,,,,,0.9,,,,1.0,,64.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-11,2023,7,11,,19.4,,12.4,,15.9,,2.1,,0.0,,,,,,0.8,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-12,2023,7,12,,23.4,,10.1,,16.7,,1.3,,0.0,,,,,,0.0,,,,33.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-13,2023,7,13,,22.8,,13.1,,17.9,,0.1,,0.0,,,,,,0.0,,,,35.0,,45.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-14,2023,7,14,,23.3,,12.5,,17.9,,0.1,,0.0,,,,,,0.0,,,,34.0,,34.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-15,2023,7,15,,25.5,,12.2,,18.9,,0.0,,0.9,,,,,,1.1,,,,2.0,,34.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-16,2023,7,16,,27.0,,12.3,,19.7,,0.0,,1.7,,,,,,0.0,,,,14.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-17,2023,7,17,,21.8,,10.0,,15.9,,2.1,,0.0,,,,,,7.1,,,,32.0,,58.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-18,2023,7,18,,22.9,,8.3,,15.6,,2.4,,0.0,,,,,,0.0,,,,34.0,,39.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-19,2023,7,19,,24.2,,9.7,,17.0,,1.0,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-20,2023,7,20,,27.8,,11.1,,19.4,,0.0,,1.4,,,,,,0.0,,,,15.0,,31.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-21,2023,7,21,,29.5,,12.0,,20.8,,0.0,,2.8,,,,,,1.0,,,,32.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-22,2023,7,22,,30.6,,12.5,,21.5,,0.0,,3.5,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-23,2023,7,23,,29.2,,13.7,,21.5,,0.0,,3.5,,,,,,0.0,,,,35.0,,44.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-24,2023,7,24,,35.1,,13.7,,24.4,,0.0,,6.4,,,,,,0.0,,,,16.0,,46.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-25,2023,7,25,,26.1,,12.7,,19.4,,0.0,,1.4,,,,,,0.0,,,,29.0,,55.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-26,2023,7,26,,24.1,,9.0,,16.5,,1.5,,0.0,,,,,,0.0,,,,2.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-27,2023,7,27,,18.3,,8.4,,13.3,,4.7,,0.0,,,,,,2.6,,,,3.0,,36.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-28,2023,7,28,,14.4,,9.3,,11.8,,6.2,,0.0,,,,,,5.6,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-29,2023,7,29,,24.8,,9.8,,17.3,,0.7,,0.0,,,,,,0.0,,,,14.0,,31.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-30,2023,7,30,,32.0,,10.5,,21.3,,0.0,,3.3,,,,,,,M,,,33.0,,48.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-07-31,2023,7,31,,28.2,,11.3,,19.7,,0.0,,1.7,,,,,,0.0,,,,34.0,,35.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-01,2023,8,1,,26.8,,12.3,,19.5,,0.0,,1.5,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-02,2023,8,2,,29.6,,11.1,,20.4,,0.0,,2.4,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-03,2023,8,3,,23.2,,13.8,,18.5,,0.0,,0.5,,,,,,0.0,,,,34.0,,52.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-04,2023,8,4,,25.4,,14.0,,19.7,,0.0,,1.7,,,,,,0.0,,,,5.0,,40.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-05,2023,8,5,,23.5,,11.6,,17.5,,0.5,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-06,2023,8,6,,27.9,,9.9,,18.9,,0.0,,0.9,,,,,,0.0,,,,34.0,,41.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-07,2023,8,7,,26.0,,9.7,,17.9,,0.1,,0.0,,,,,,6.8,,,,35.0,,51.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-08,2023,8,8,,25.2,,11.6,,18.4,,0.0,,0.4,,,,,,1.8,,,,33.0,,64.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-09,2023,8,9,,25.4,,11.9,,18.6,,0.0,,0.6,,,,,,0.0,,,,28.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-10,2023,8,10,,24.8,,9.8,,17.3,,0.7,,0.0,,,,,,0.0,,,,35.0,,78.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-11,2023,8,11,,23.7,,7.0,,15.3,,2.7,,0.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-12,2023,8,12,,22.0,,11.9,,17.0,,1.0,,0.0,,,,,,2.9,,,,33.0,,70.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-13,2023,8,13,,28.4,,8.0,,18.2,,0.0,,0.2,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-14,2023,8,14,,32.5,,11.5,,22.0,,0.0,,4.0,,,,,,0.0,,,,6.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-15,2023,8,15,,33.7,,12.7,,23.2,,0.0,,5.2,,,,,,0.0,,,,2.0,,49.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-16,2023,8,16,,27.6,,12.6,,20.1,,0.0,,2.1,,,,,,0.0,,,,19.0,,31.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-17,2023,8,17,,33.9,,12.9,,23.4,,0.0,,5.4,,,,,,0.0,,,,26.0,,35.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-18,2023,8,18,,26.3,,6.7,,16.5,,1.5,,0.0,,,,,,2.3,,,,35.0,,64.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-19,2023,8,19,,16.9,,5.0,,10.9,,7.1,,0.0,,,,,,0.0,,,,35.0,,35.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-20,2023,8,20,,20.0,,4.2,,12.1,,5.9,,0.0,,,,,,0.0,,,,17.0,,42.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-21,2023,8,21,,18.1,,7.3,,12.7,,5.3,,0.0,,,,,,0.6,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-22,2023,8,22,,19.7,,13.0,,16.3,,1.7,,0.0,,,,,,4.5,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-23,2023,8,23,,22.7,,10.4,,16.5,,1.5,,0.0,,,,,,0.8,,,,28.0,,46.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-24,2023,8,24,,18.8,,6.6,,12.7,,5.3,,0.0,,,,,,0.0,,,,34.0,,52.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-25,2023,8,25,,22.8,,7.1,,15.0,,3.0,,0.0,,,,,,0.0,,,,21.0,,44.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-26,2023,8,26,,27.2,,10.0,,18.6,,0.0,,0.6,,,,,,0.0,,,,8.0,,32.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-27,2023,8,27,,27.6,,10.4,,19.0,,0.0,,1.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-28,2023,8,28,,30.8,,9.4,,20.1,,0.0,,2.1,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-29,2023,8,29,,31.0,,9.6,,20.3,,0.0,,2.3,,,,,,0.0,,,,14.0,,37.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-30,2023,8,30,,24.0,,13.1,,18.6,,0.0,,0.6,,,,,,0.3,,,,35.0,,59.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-08-31,2023,8,31,,18.5,,13.5,,16.0,,2.0,,0.0,,,,,,23.1,,,,34.0,,57.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-09-01,2023,9,1,,24.1,,13.4,,18.8,,0.0,,0.8,,,,,,0.0,,,,18.0,,38.0,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-09-02,2023,9,2,,27.7,,16.3,,22.0,,0.0,,4.0,,,,,,0.0,,,,,,,
-114.0,51.11,CALGARY INT'L CS,3031094,2023-09-03,2023,9,3,,20.9,,9.5,,15.2,,2.8,,0.0,,,,,,0.0,,,,36.0,,47.0,
